Neo Reference ID,Name,Absolute Magnitude,Est Dia in KM(min),Orbit ID,Orbit Uncertainity,Eccentricity,Inclination,Hazardous
3673983,3673983,23,0.066765941,11,5,0.231820931,7.096661498,FALSE
3673919,3673919,21.5,0.133215567,50,4,0.526147419,4.440911302,FALSE
2308242,2308242,16.5,1.332155667,75,0,0.339979716,24.92729628,TRUE
2366746,2366746,20.2,0.242412481,38,0,0.461492035,18.28352143,TRUE
3545558,3545558,27.1,0.010105434,14,1,0.388447279,5.059664077,FALSE
3608823,3608823,27.2,0.009650615,7,7,0.360124157,0.49522171,FALSE
3775092,3775092,21.571,0.128930295,4,5,0.294842974,6.801303326,FALSE
2090416,2090416,18.7,0.483676488,121,0,0.492126625,7.839116849,TRUE
2216523,2216523,20.6,0.201629919,67,0,0.412094837,5.208499322,TRUE
2309728,2309728,18.1,0.63760979,45,0,0.392904405,19.80151512,FALSE
2458418,2458418,19.5,0.334622375,26,0,0.537495151,38.50091553,TRUE
3007951,3007951,18.7,0.483676488,34,0,0.79075696,43.56115448,FALSE
2495829,2495829,18.7,0.483676488,37,0,0.790756969,43.56115504,FALSE
3414393,3414393,20.1,0.253837029,28,0,0.247696643,37.22407109,FALSE
3440397,3440397,20.1,0.253837029,26,1,0.607312702,0.920945054,TRUE
2470594,2470594,20.2,0.242412481,32,0,0.247647176,37.22279207,FALSE
3414402,3414402,19.7,0.305179233,38,1,0.436416168,40.75589996,FALSE
2212359,2212359,16.7,1.214940408,94,0,0.707411423,15.95128044,FALSE
2348314,2348314,17.9,0.699125232,60,0,0.2780788,30.12254061,TRUE
3560054,3560054,23.7,0.048367649,7,6,0.222717159,13.08284558,FALSE
3666783,3666783,20.3,0.231502122,13,2,0.271073411,19.19763083,TRUE
2307070,2307070,20.7,0.192555078,75,0,0.249441069,14.9755113,FALSE
2314082,2314082,17.5,0.840533402,55,0,0.574960298,16.14284854,TRUE
3008362,3008362,20.3,0.231502122,30,0,0.256806994,37.36069361,FALSE
3182823,3182823,24.1,0.040230458,15,6,0.407319308,1.914256662,FALSE
3390647,3390647,22,0.105816886,22,1,0.514665143,8.805309987,TRUE
3746629,3746629,27.8,0.00732074,9,6,0.296916945,3.648952369,FALSE
3662252,3662252,25.8,0.018388867,4,6,0.314229057,27.79521315,FALSE
2365449,2365449,20.5,0.211132445,57,1,0.540517802,11.22419548,FALSE
3410474,3410474,21,0.167708462,17,2,0.592063725,22.48814426,FALSE
3426239,3426239,20.5,0.211132445,19,2,0.247892802,14.07363263,FALSE
3623682,3623682,26.5,0.013321557,7,7,0.194466804,12.93289525,FALSE
3724948,3724948,19.2,0.384197891,39,2,0.636478826,12.09592,FALSE
2099799,2099799,18.3,0.58150704,101,0,0.275645196,7.559174,FALSE
2267759,2267759,18.8,0.46190746,78,0,0.184342662,21.21089365,FALSE
3645649,3645649,24.7,0.030517923,13,3,0.203051046,4.222235016,FALSE
3761271,3761271,24.4,0.035039264,3,6,0.362341282,14.95651571,FALSE
3150188,3150188,21.2,0.152951935,23,1,0.172750556,25.78403061,FALSE
3508168,3508168,19.3,0.366906138,42,1,0.245349287,34.84177629,TRUE
3682429,3682429,18.2,0.608912622,15,4,0.58662393,22.63213585,FALSE
3691712,3691712,25,0.02658,16,4,0.108415164,2.294234819,FALSE
2477519,2477519,19.3,0.366906138,51,0,0.245382733,34.84082309,TRUE
3766334,3766334,23,0.066765941,5,6,0.311335293,13.21059097,FALSE
3625128,3625128,19.9,0.278326768,20,2,0.690417545,4.629447664,FALSE
2347634,2347634,19.5,0.334622375,33,0,0.554230336,24.46689441,FALSE
3666733,3666733,24.8,0.029144391,29,5,0.188922652,0.976628312,FALSE
3771633,3771633,26.692,0.012194247,7,3,0.264053886,1.811674081,FALSE
3160737,3160737,21.2,0.152951935,18,0,0.742919771,8.947767875,TRUE
3684352,3684352,20.8,0.183888672,14,5,0.398025538,22.95160411,FALSE
3781651,3781651,25.187,0.024386809,2,6,0.326035794,18.67301195,FALSE
2162694,2162694,19.6,0.319561887,32,0,0.422455594,32.22691479,FALSE
3429684,3429684,25.4,0.022108281,15,6,0.396835645,1.504765649,FALSE
3581238,3581238,20.4,0.22108281,24,1,0.514787632,21.09358037,FALSE
3601472,3601472,19.1,0.40230458,20,1,0.71195075,13.3036865,TRUE
3666677,3666677,22.8,0.073207399,13,6,0.270634426,6.072461618,FALSE
3730802,3730802,24.5,0.033462237,9,6,0.24992224,10.8007133,FALSE
3092146,3092146,24.4,0.035039264,13,8,0.398751214,2.698883026,FALSE
3471585,3471585,26.6,0.012721988,8,7,0.3471996,24.78037108,FALSE
3610358,3610358,18.9,0.4411182,22,0,0.687215532,27.92413358,FALSE
3666785,3666785,22.3,0.092162655,29,3,0.25973232,5.035044226,FALSE
2355046,2355046,19.5,0.334622375,32,0,0.271942042,14.24516859,FALSE
2444193,2444193,18.2,0.608912622,60,0,0.194544376,24.83084157,TRUE
3072196,3072196,24.5,0.033462237,16,6,0.057337006,11.63229033,FALSE
3514891,3514891,22.1,0.101054342,19,1,0.244817999,35.31551687,FALSE
3765702,3765702,25.3,0.023150212,3,6,0.155414041,13.09120506,FALSE
2003362,2003362,18.3,0.58150704,23,1,0.468567733,9.91682854,TRUE
3358223,3358223,22.7,0.076657557,11,6,0.377101537,14.56422881,FALSE
3634389,3634389,19.9,0.278326768,26,1,0.407681907,6.850632237,FALSE
2221980,2221980,19,0.421264611,24,0,0.400704962,21.59647394,TRUE
3431599,3431599,20,0.2658,18,5,0.640099449,10.93665153,FALSE
3736387,3736387,21,0.167708462,13,2,0.275789806,19.74382384,FALSE
2152978,2152978,19.6,0.319561887,109,0,0.236580304,25.00778018,TRUE
3373683,3373683,19.4,0.350392641,44,1,0.12904386,15.08972042,TRUE
3565394,3565394,29.7,0.003051792,6,7,0.202206665,1.404650462,FALSE
3749346,3749346,23.5,0.053034072,25,3,0.114046041,7.056519303,FALSE
2489486,2489486,19.4,0.350392641,45,1,0.129015347,15.09000476,TRUE
3695735,3695735,21.6,0.127219879,13,2,0.069501694,15.62269162,FALSE
3092345,3092345,18.3,0.58150704,22,0,0.675886922,18.47384237,FALSE
3529600,3529600,23.4,0.055533491,16,6,0.190053016,20.25673421,FALSE
3573154,3573154,20.2,0.242412481,49,0,0.15829944,15.73210383,FALSE
3710226,3710226,26,0.016770846,14,6,0.284718079,7.992793446,FALSE
3739251,3739251,19.1,0.40230458,39,0,0.242855735,7.01086758,FALSE
2033342,2033342,17.9,0.699125232,167,0,0.417926239,7.341854914,TRUE
2397847,2397847,18.8,0.46190746,45,0,0.448489079,14.83114863,FALSE
3455137,3455137,20,0.2658,28,2,0.282031093,13.89965503,TRUE
3102683,3102683,22.1,0.101054342,12,1,0.556733701,0.848196059,TRUE
2207970,2207970,18.1,0.63760979,45,0,0.524053287,3.372346677,FALSE
2259221,2259221,19.2,0.384197891,40,0,0.833101194,23.70617095,FALSE
3400310,3400310,23.6,0.050647146,21,1,0.341072216,3.137522755,FALSE
3439813,3439813,19.2,0.384197891,47,0,0.378963254,15.45109083,FALSE
3644343,3644343,17.9,0.699125232,37,1,0.502936668,52.23787327,FALSE
2476904,2476904,19.2,0.384197891,49,0,0.379017074,15.45231677,FALSE
3769883,3769883,22.2,0.096506147,8,7,0.555383403,31.90611179,FALSE
2496327,2496327,17.9,0.699125232,38,1,0.502936668,52.23787327,FALSE
2267223,2267223,18.1,0.63760979,65,0,0.900973153,12.7905741,FALSE
3670292,3670292,19.9,0.278326768,20,2,0.329793355,14.33285505,FALSE
3732504,3732504,22.5,0.08405334,13,5,0.194890187,15.5399779,FALSE
3744790,3744790,21.3,0.146067964,6,3,0.471077406,23.86194499,TRUE
2443103,2443103,18,0.667659414,115,0,0.192184672,21.46918686,TRUE
3367904,3367904,23.4,0.055533491,21,2,0.386794963,2.892604279,FALSE
3548666,3548666,27.6,0.008027032,13,6,0.233962858,3.845270312,FALSE
3560922,3560922,20,0.2658,17,1,0.512098201,14.5719683,FALSE
3723951,3723951,20.5,0.211132445,11,4,0.671147561,12.27143258,TRUE
3741556,3741556,21.3,0.146067964,13,5,0.452320725,12.06866945,TRUE
2424965,2424965,18.8,0.46190746,37,1,0.487017532,28.86867583,FALSE
3008376,3008376,20.6,0.201629919,21,1,0.372097379,6.654775794,FALSE
3555410,3555410,20.7,0.192555078,12,1,0.517062667,21.90469663,FALSE
3699893,3699893,26.9,0.011080388,15,4,0.071499135,1.559152807,FALSE
3174193,3174193,18.7,0.483676488,26,0,0.830216717,19.31015899,FALSE
3402642,3402642,25.7,0.019255508,16,0,0.176631872,7.724689406,FALSE
3552578,3552578,23.5,0.053034072,14,4,0.235353736,1.562718009,FALSE
3742127,3742127,19.7,0.305179233,12,5,0.743861354,19.65152628,FALSE
2483563,2483563,18.8,0.46190746,29,0,0.830129002,19.30532651,FALSE
2162422,2162422,20.6,0.201629919,65,0,0.531135063,1.398947913,TRUE
3147579,3147579,23.6,0.050647146,20,6,0.119689028,7.485572153,FALSE
3297366,3297366,21.5,0.133215567,16,0,0.416189586,18.99724712,FALSE
2481127,2481127,21.5,0.133215567,18,1,0.416119575,18.99766142,FALSE
3613391,3613391,24.8,0.029144391,16,4,0.155187708,2.472334583,FALSE
2204131,2204131,19.9,0.278326768,59,0,0.632373069,5.658087131,FALSE
3514891,3514891,22.1,0.101054342,19,1,0.244817999,35.31551687,FALSE
3714553,3714553,20.4,0.22108281,28,1,0.190561164,21.09939805,TRUE
3716433,3716433,21.2,0.152951935,52,2,0.188407739,19.87053311,FALSE
3728860,3728860,22.9,0.069912523,11,5,0.376759314,4.747354328,FALSE
2041429,2041429,20.6,0.201629919,68,0,0.555291982,2.173194894,TRUE
2277810,2277810,21.8,0.116025908,51,1,0.377535298,7.104126563,FALSE
2401954,2401954,18.8,0.46190746,34,1,0.286890658,1.327445309,TRUE
3092296,3092296,24.3,0.036690614,12,7,0.168225209,4.625123201,FALSE
3749034,3749034,25,0.02658,13,5,0.146370382,10.38561366,FALSE
2280491,2280491,19,0.421264611,16,0,0.483871293,24.08299123,FALSE
3714452,3714452,20.6,0.201629919,17,3,0.620525213,4.559941011,TRUE
2318050,2318050,18.7,0.483676488,44,0,0.339208342,10.93407494,FALSE
3346460,3346460,21.4,0.139493823,30,1,0.441952598,19.53741602,TRUE
3429818,3429818,23.3,0.058150704,15,5,0.310489221,5.753759695,FALSE
2136818,2136818,18.9,0.4411182,97,0,0.346291235,12.7783371,FALSE
2390522,2390522,20.6,0.201629919,25,0,0.352624711,18.38440914,FALSE
3120863,3120863,26.3,0.014606796,9,7,0.375131437,10.61402198,FALSE
3741442,3741442,28.7,0.004836765,8,6,0.326351758,2.468369943,FALSE
2433953,2433953,20.8,0.183888672,77,0,0.200847466,7.191869414,TRUE
2461353,2461353,20.8,0.183888672,22,0,0.300926918,13.05216301,FALSE
3367126,3367126,20,0.2658,17,0,0.359676964,14.81004941,FALSE
3461189,3461189,18.3,0.58150704,27,0,0.702387309,5.852198107,TRUE
3551168,3551168,28.2,0.006089126,14,4,0.027140619,1.475543069,FALSE
3712623,3712623,20.1,0.253837029,13,3,0.522458019,18.70850096,FALSE
2489453,2489453,20,0.2658,18,0,0.359596943,14.80908446,FALSE
3102762,3102762,24.1,0.040230458,21,0,0.012961256,10.74760092,FALSE
3768613,3768613,22.5,0.08405334,4,5,0.357775186,25.20689174,FALSE
2052381,2052381,20,0.2658,83,0,0.144095765,7.725425258,FALSE
3283835,3283835,20.4,0.22108281,54,0,0.483442943,6.059105249,FALSE
3550466,3550466,25.6,0.020162992,20,6,0.154009184,4.635883856,FALSE
3776033,3776033,21.51,0.132603497,17,5,0.491571706,19.8010312,FALSE
2469737,2469737,20.4,0.22108281,56,0,0.483344487,6.057246558,FALSE
3610527,3610527,20.3,0.231502122,22,2,0.464653393,2.341078942,TRUE
3739152,3739152,20.8,0.183888672,8,6,0.640682396,40.79933074,FALSE
3742058,3742058,20.6,0.201629919,5,4,0.369062788,5.842845803,FALSE
2053409,2053409,18.7,0.483676488,32,0,0.627974395,10.87121351,FALSE
2215442,2215442,18.5,0.530340723,84,0,0.274232155,36.28414633,FALSE
3312033,3312033,21.2,0.152951935,20,0,0.122430007,28.94828138,FALSE
3672904,3672904,20.5,0.211132445,17,2,0.35118868,15.65470982,FALSE
3735995,3735995,27.2,0.009650615,21,5,0.25406047,2.955318531,FALSE
2469929,2469929,21,0.167708462,22,0,0.12243869,28.94759777,FALSE
3031184,3031184,18.8,0.46190746,31,0,0.765481083,13.04192864,TRUE
3605335,3605335,21,0.167708462,31,0,0.337956573,11.89032448,FALSE
3661368,3661368,21.1,0.160160338,20,5,0.819251879,15.02022441,TRUE
3726020,3726020,20.5,0.211132445,34,5,0.560513438,14.3357716,FALSE
3748472,3748472,26.9,0.011080388,4,7,0.165903217,2.07974763,FALSE
2373503,2373503,20,0.2658,45,0,0.280890441,10.27271325,FALSE
3685273,3685273,26.8,0.011602591,23,3,0.374996242,4.575085365,FALSE
3283679,3283679,21.2,0.152951935,20,1,0.496380198,10.63367303,FALSE
3508112,3508112,21.7,0.121494041,41,0,0.269988094,7.177009883,TRUE
3773593,3773593,25.579,0.020358931,2,6,0.158418997,11.68968552,FALSE
3384030,3384030,23.8,0.046190746,15,6,0.186324896,10.27046201,FALSE
3432642,3432642,20.7,0.192555078,30,1,0.681326089,21.74123304,FALSE
3461173,3461173,18,0.667659414,70,0,0.470123891,9.460567694,FALSE
3645649,3645649,24.7,0.030517923,13,3,0.203051046,4.222235016,FALSE
3684006,3684006,23.8,0.046190746,10,6,0.341249037,5.85930423,FALSE
2481984,2481984,18,0.667659414,73,0,0.470046141,9.460561131,FALSE
2429736,2429736,20.3,0.231502122,32,0,0.415609943,12.61015126,FALSE
3607400,3607400,18.7,0.483676488,45,0,0.595421908,16.58773327,FALSE
3690061,3690061,25,0.02658,10,7,0.202368058,21.93629045,FALSE
3635077,3635077,23,0.066765941,22,5,0.234081632,3.718684574,FALSE
3685269,3685269,22.2,0.096506147,14,0,0.402195519,3.589637171,FALSE
3666628,3666628,20.2,0.242412481,25,4,0.566999523,11.92332146,FALSE
3710020,3710020,22.6,0.080270317,13,2,0.384462679,7.55207646,FALSE
3719227,3719227,26.2,0.015295194,13,4,0.122825956,9.504144317,FALSE
3729840,3729840,21.5,0.133215567,15,4,0.138091653,7.804912591,FALSE
3767934,3767934,24.9,0.027832677,6,6,0.11544361,4.606094916,FALSE
3062448,3062448,20.2,0.242412481,11,6,0.526239973,22.14157143,FALSE
3704267,3704267,25.6,0.020162992,8,6,0.296956867,8.5443056,FALSE
3752574,3752574,27.1,0.010105434,14,5,0.142641786,9.584061344,FALSE
2065679,2065679,19.4,0.350392641,87,0,0.264792381,1.299779774,TRUE
3279740,3279740,20.8,0.183888672,16,6,0.575141898,32.96837721,TRUE
3458581,3458581,17.5,0.840533402,16,2,0.592562437,41.08370494,FALSE
3550075,3550075,27.6,0.008027032,15,5,0.681140267,4.552909818,FALSE
3735678,3735678,23.3,0.058150704,15,6,0.330027217,4.977297293,FALSE
3346470,3346470,21.8,0.116025908,16,0,0.432484857,7.669155323,FALSE
3774566,3774566,24.771,0.029536224,7,6,0.289846686,9.531888215,FALSE
2363505,2363505,18.1,0.63760979,236,0,0.336776029,3.794750521,TRUE
3393169,3393169,20,0.2658,36,1,0.364724087,22.85879765,TRUE
3599867,3599867,22.8,0.073207399,23,3,0.224237815,9.498665893,FALSE
3761196,3761196,21.2,0.152951935,16,2,0.175757625,22.73246377,FALSE
3763275,3763275,25.9,0.017561232,7,6,0.324899691,4.181620161,FALSE
2003362,2003362,18.3,0.58150704,23,1,0.468567733,9.91682854,TRUE
2451157,2451157,21,0.167708462,56,0,0.279635655,4.018333579,TRUE
3263449,3263449,21.2,0.152951935,53,0,0.410362879,21.46264608,TRUE
3733300,3733300,22.7,0.076657557,18,7,0.422594519,17.02388907,FALSE
3551168,3551168,28.2,0.006089126,14,4,0.027140619,1.475543069,FALSE
3579081,3579081,20.1,0.253837029,84,0,0.549239832,5.841503076,FALSE
3655869,3655869,27.5,0.008405334,6,6,0.258735252,17.83523237,FALSE
3736504,3736504,26.2,0.015295194,18,3,0.163858991,2.320776166,FALSE
3736387,3736387,21,0.167708462,13,2,0.275789806,19.74382384,FALSE
2155338,2155338,20.5,0.211132445,24,0,0.482576336,2.081420509,TRUE
3102683,3102683,22.1,0.101054342,12,1,0.556733701,0.848196059,TRUE
3363352,3363352,21.4,0.139493823,29,1,0.160676417,17.40842963,FALSE
3574100,3574100,21,0.167708462,25,1,0.443505933,5.01261297,TRUE
3739077,3739077,26.6,0.012721988,5,7,0.099916927,2.42711889,FALSE
3363696,3363696,23.4,0.055533491,15,1,0.301181906,8.4663752,FALSE
3603128,3603128,22.3,0.092162655,14,1,0.374125343,19.80932507,FALSE
2026379,2026379,18,0.667659414,24,1,0.576100293,8.687526233,FALSE
2376848,2376848,19.4,0.350392641,51,0,0.392935537,17.6084165,FALSE
3597095,3597095,21.2,0.152951935,38,0,0.210997495,15.78898263,TRUE
3745113,3745113,26.1,0.016016034,8,6,0.229795318,15.57264136,FALSE
3752441,3752441,24.7,0.030517923,12,2,0.164453943,3.452676186,FALSE
2066146,2066146,14.5,3.346223745,193,0,0.483809928,5.412671029,FALSE
2399611,2399611,19.3,0.366906138,51,0,0.165720325,15.24749828,FALSE
3479127,3479127,19.1,0.40230458,21,1,0.385497433,17.34562581,TRUE
3722211,3722211,20.1,0.253837029,19,4,0.45268507,17.75183302,FALSE
2494975,2494975,19.1,0.40230458,30,1,0.385497383,17.34563185,TRUE
2418896,2418896,19.4,0.350392641,33,0,0.42913091,13.82953742,FALSE
2436037,2436037,18.6,0.506471459,52,0,0.659376958,8.19039453,FALSE
3009717,3009717,20.5,0.211132445,17,1,0.368012435,31.69247566,FALSE
3775199,3775199,19.313,0.364716135,3,5,0.340619943,20.29744738,FALSE
3654067,3654067,19.3,0.366906138,18,0,0.372780395,19.82107329,FALSE
3715994,3715994,25.5,0.021113245,10,7,0.246289927,12.5019621,FALSE
2479345,2479345,19.3,0.366906138,23,0,0.3728373,19.82219512,FALSE
2136818,2136818,18.9,0.4411182,97,0,0.346291235,12.7783371,FALSE
2392476,2392476,19.1,0.40230458,34,1,0.660495107,13.69855222,FALSE
3127411,3127411,23.6,0.050647146,18,6,0.498454807,1.048018274,FALSE
3769400,3769400,23.9,0.04411182,7,6,0.251732515,16.98444649,FALSE
2443103,2443103,18,0.667659414,115,0,0.192184672,21.46918686,TRUE
3092253,3092253,22.6,0.080270317,18,2,0.466784469,3.84618119,TRUE
2003362,2003362,18.3,0.58150704,23,1,0.468567733,9.91682854,TRUE
3273782,3273782,23.8,0.046190746,34,0,0.386458786,20.83376792,FALSE
3358222,3358222,24.6,0.031956189,9,3,0.290549403,9.817652546,FALSE
3367900,3367900,25.1,0.025383703,8,7,0.180107922,7.149034416,FALSE
3663258,3663258,27,0.010581689,5,6,0.388660153,10.32123162,FALSE
3745107,3745107,22.6,0.080270317,21,5,0.594994462,6.816909154,FALSE
3759358,3759358,27.6,0.008027032,24,2,0.034657906,1.958140192,FALSE
2483656,2483656,23.8,0.046190746,41,0,0.386445067,20.83340837,FALSE
3678562,3678562,21,0.167708462,16,3,0.272820203,27.78314128,FALSE
3754379,3754379,23.9,0.04411182,10,5,0.335366504,6.50902001,FALSE
3773594,3773594,25.793,0.018448242,2,6,0.282155523,9.543367993,FALSE
2004341,2004341,16,1.677084622,109,0,0.679501983,11.85163015,FALSE
2085953,2085953,18.1,0.63760979,164,0,0.703180131,12.60267205,FALSE
3389197,3389197,22.9,0.069912523,32,3,0.17529289,1.019412356,FALSE
3724242,3724242,23.6,0.050647146,17,4,0.165585745,7.647697785,FALSE
3747314,3747314,21.1,0.160160338,22,5,0.624350197,10.03823223,TRUE
3772381,3772381,28.609,0.005043767,4,6,0.133280961,2.325253629,FALSE
3256319,3256319,21.3,0.146067964,16,1,0.093838753,22.50375359,TRUE
3775199,3775199,19.313,0.364716135,3,5,0.340619943,20.29744738,FALSE
2277810,2277810,21.8,0.116025908,51,1,0.377535298,7.104126563,FALSE
2438105,2438105,18.7,0.483676488,64,0,0.823992831,1.585118847,TRUE
3329605,3329605,27.8,0.00732074,6,7,0.25604158,3.378245231,FALSE
3670633,3670633,29.3,0.003669061,7,5,0.118308004,0.930028978,FALSE
2429736,2429736,20.3,0.231502122,32,0,0.415609943,12.61015126,FALSE
3573153,3573153,20.9,0.175612319,12,2,0.159285883,12.83435516,FALSE
3645308,3645308,24.6,0.031956189,17,6,0.241598506,8.264819892,FALSE
3774009,3774009,23.174,0.061624723,14,6,0.223124505,18.49508983,FALSE
3717054,3717054,25.7,0.019255508,5,5,0.105840035,16.10752297,FALSE
2035396,2035396,16.9,1.108038821,271,0,0.483886027,4.098502714,TRUE
3512347,3512347,20.2,0.242412481,20,1,0.467609968,30.43032719,FALSE
3516489,3516489,22.4,0.088014652,14,0,0.107319944,13.27133881,FALSE
3067589,3067589,22.8,0.073207399,14,5,0.299983181,3.605502965,FALSE
3170221,3170221,26.5,0.013321557,17,1,0.013948498,4.3209082,FALSE
3408650,3408650,26.6,0.012721988,11,6,0.202250654,6.887124889,FALSE
3639421,3639421,23.2,0.060891262,14,3,0.160645669,15.55324623,FALSE
3733933,3733933,27.7,0.007665756,6,6,0.228306396,13.37646294,FALSE
3675307,3675307,22.8,0.073207399,10,3,0.273430085,4.494555443,FALSE
2446963,2446963,19.5,0.334622375,26,2,0.447881136,4.38744414,FALSE
3120890,3120890,19.6,0.319561887,35,0,0.401295779,38.99716982,FALSE
3010076,3010076,18.5,0.530340723,14,1,0.652952428,5.917820168,FALSE
3519490,3519490,20.9,0.175612319,27,1,0.319829249,23.30995717,TRUE
3695816,3695816,19.6,0.319561887,23,2,0.544021542,37.48130665,FALSE
